Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE of submitted staff,Total FTE of submitted staff for joint submission,% of eligible staff submitted,4*,3*,2*,1*,Unclassified,OutputsGPA,UKPRN,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,Log2(T1)_Log2(T3),Log2(T2)_Log2(T3),Log2(T4)_Log2(T3),Log2(T5)_Log2(T3),Log2(T6)_Log2(T3),Log2(T7)_Log2(T3),Log2(T8)_Log2(T3),Log2(T9)_Log2(T3),Log2(T10)_Log2(T3),Log2(T11)_Log2(T3),Log2(T12)_Log2(T3),Log2(T13)_Log2(T3),Log2(T14)_Log2(T3),Log2(T15)_Log2(T3),Log2(T16)_Log2(T3),Log2(T17)_Log2(T3),Log2(T18)_Log2(T3),Log2(T19)_Log2(T3),Log2(T20)_Log2(T3),Log2(T21)_Log2(T3),Log2(T22)_Log2(T3),Log2(T23)_Log2(T3),Log2(T24)_Log2(T3),Log2(T25)_Log2(T3),Log2(T26)_Log2(T3),Log2(T27)_Log2(T3),Log2(T28)_Log2(T3),Log2(T29)_Log2(T3),Log2(T30)_Log2(T3),Log2(T31)_Log2(T3),Log2(T32)_Log2(T3),Log2(T33)_Log2(T3),Log2(T34)_Log2(T3),Log2(T35)_Log2(T3)
10007832,Newman University,93,C,23,Education,,,,Outputs,10.7,,20,3.7,18.5,51.9,22.2,3.7,1.963,10007832,0.004262769,0.041785592,0.042866935,0.022719158,9.25324E-05,0.019077982,0.017071889,0.038171403,0.013180784,0.01059992,0.001320943,0.000499557,0.026249174,0.073131652,0.031401574,0.012178052,0.023722378,0.039464703,0.002522228,0.022847882,0.001254639,0.001430107,0.047068223,0.010890542,0.051591258,0.049980026,0.093434483,0.00359234,0.001767677,0.078609269,0.004522608,0.208684685,0.003620732,6.97164E-05,0.000316586,-3.330002644,-0.036859705,-0.91595591,-8.855690476,-1.167956694,-1.328242546,-0.167373045,-1.701429043,-2.015811939,-5.020225386,-6.423071044,-0.707593234,0.770630689,-0.44902837,-1.815581837,-0.853616599,-0.119302363,-4.087094698,-0.907804832,-5.094520998,-4.905670364,0.134888136,-1.976789477,0.267261364,0.221486401,1.12408982,-3.576869297,-4.599938503,0.874834166,-3.244638474,2.283387558,-3.565511966,-9.264151124,-7.081122422
10007842,The University of Cumbria,36,C,23,Education,,,,Outputs,9.8,,15,4,32,44,20,0,2.2,10007842,0.013356196,0.070998304,0.056825942,0.01424221,0.001578963,0.006250512,0.007902647,0.003587841,0.014733833,0.007416873,0.000386014,0.00119725,0.00552951,0.067606161,0.027017784,0.018575521,0.022688416,0.04592563,0.00154272,0.023982863,0.091745726,0.002689617,0.046873626,0.009195033,0.014774256,0.027635109,0.054721608,0.006668669,0.040314692,0.161976881,0.00595357,0.123178004,0.000562268,0.001114291,0.001251458,-2.089040482,0.321234861,-1.996376719,-5.16950034,-3.184503318,-2.846141789,-3.985361695,-1.94741687,-2.93766664,-7.201753233,-5.56875291,-3.361326176,0.250605039,-1.072640329,-1.613147062,-1.324593823,-0.307250196,-5.203001963,-1.244545806,0.691091261,-4.401077259,-0.277773292,-2.627623018,-1.943464194,-1.040047388,-0.05443907,-3.091078918,-0.495243996,1.511166313,-3.254722749,1.116123054,-6.659146942,-5.67235169,-5.504867752
10007848,University of Chester,30,C,23,Education,,,,Outputs,7.48,,10,15.8,26.3,36.8,21.1,0,2.368,10007848,0.021266207,0.167960974,0.028378515,0.008559982,0.009910723,0.002478964,0.000734464,0.027757485,0.000394214,0.000307539,5.6019E-06,1.04741E-05,0.001226876,0.046207966,0.013046331,0.038403828,0.026268378,0.095816761,0.001164753,0.017932856,0.043643931,0.001807934,0.02909648,0.000984127,0.05277974,0.115624706,0.011267408,0.039930907,0.000695085,0.076205043,0.000497245,0.117142313,0.000260452,0.000504591,0.001727148,-0.416236336,2.565255053,-1.729119368,-1.517736917,-3.516989803,-5.271964116,-0.031922238,-6.169675126,-6.527885477,-12.30659352,-11.40375356,-4.531737773,0.703342481,-1.121154914,0.436451003,-0.111472007,1.755478937,-4.606703294,-0.662193838,0.620981946,-3.972384903,0.036045505,-4.849811321,0.895185145,2.026578687,-1.332643467,0.49270675,-5.351465593,1.425087375,-5.834698742,2.045391283,-6.767640331,-5.813540967,-4.038335466
10007850,The University of Bath,10,C,23,Education,,,,Outputs,34.8,,100,27.6,42.5,25.3,4.6,0,2.931,10007850,0.014274951,0.049699214,0.069099349,0.016841283,0.000714122,0.000286991,0.004451096,0.013386019,0.057147313,0.00321366,0.004834911,0.047022497,0.003628013,0.101699034,0.009222433,0.023155222,0.070419502,0.049180097,0.001133913,0.020353157,0.002887279,0.051565497,0.035756804,0.020642075,0.011593952,0.072205391,0.083934192,0.036768176,0.007896636,0.029592592,0.001862728,0.067555561,0.001132294,0.006449115,0.010394933,-2.275186362,-0.475449071,-2.036670077,-6.596358602,-7.911524482,-3.956439607,-2.367945114,-0.273986448,-4.426382926,-3.83711091,-0.55532095,-4.251420717,0.557561952,-2.905452837,-1.577334528,0.027302921,-0.490597524,-5.92929024,-1.763419497,-4.580889914,-0.422266038,-0.950454306,-1.743084133,-2.575299664,0.06343444,0.280586525,-0.910214507,-3.12936202,-1.223436063,-5.213183344,-0.032597583,-5.931351277,-3.421499134,-2.732791705
10007851,University of Derby,38,C,23,Education,,,,Outputs,21.3,,25,15.4,36.5,36.6,5.7,5.8,2.5,10007851,0.002194837,0.049922213,0.089767394,0.001026896,0.010172197,0.02367469,0.011492362,0.00324817,0.01438783,0.01650412,0.002285259,0.001043952,0.012769364,0.103028438,0.009438985,0.010013935,0.027436615,0.010115587,0.002699626,0.02255675,0.001129263,0.00890098,0.035679679,0.030120677,0.02161346,0.057764164,0.038683172,0.141763681,0.042214578,0.095839619,0.001176587,0.089539651,0.001660779,0.006218506,0.003915984,-5.354005732,-0.846509617,-6.449829855,-3.141560243,-1.922845965,-2.965516196,-4.78849257,-2.641342458,-2.443365322,-5.295761958,-6.426064253,-2.813504874,0.198779187,-3.249487842,-3.164182584,-1.710089021,-3.149611425,-5.055360004,-1.992632299,-6.312737623,-3.334155394,-1.331088891,-1.575437338,-2.054261488,-0.636016769,-1.214485414,0.659224552,-1.088450213,0.094430666,-6.253511689,-0.003664814,-5.756259698,-3.851551498,-4.51874467
10007852,University of Dundee,39,C,23,Education,,,,Outputs,18,,100,38.5,38.4,15.4,7.7,0,3.077,10007852,0.02448511,0.039383908,0.086894936,0.000123811,0.001910974,0.12211804,0.009518351,0.014503385,0.002150099,0.050891186,1.27163E-05,0.029769182,0.00303091,0.027852026,0.000607799,0.038539084,0.029152705,0.011549971,0.008407012,0.006327998,0.007008199,0.037621711,0.087208345,0.026205722,0.037076267,0.005820489,0.02558237,0.005082074,0.02045957,0.046258816,0.001363401,0.139301387,0.024536932,0.005886591,0.023358925,-1.827367432,-1.141665829,-9.454994204,-5.506892267,0.490932326,-3.190488525,-2.582882492,-5.336797335,-0.771856292,-12.73837241,-1.545452528,-4.841449231,-1.641489838,-7.159533586,-1.172949841,-1.575642336,-2.911382846,-3.369607163,-3.779451065,-3.632156455,-1.207706647,0.00519408,-1.729390236,-1.228776129,-3.900059937,-1.764122212,-4.095782765,-2.086496318,-0.90954376,-5.993990699,0.68086561,-1.824317214,-3.883767945,-1.89529823
10007854,Cardiff Metropolitan University / Prifysgol Metropolitan Caerdydd,27,C,23,Education,,,,Outputs,15.6,,20,12.8,43.6,30.8,12.8,0,2.564,10007854,0.025613101,0.056183052,0.063396384,0.069329984,0.002991529,0.00707887,0.001266441,0.021370503,0.001979421,0.005326142,0.00456381,0.008487998,0.045033463,0.028797849,0.014610573,0.029289889,0.022523009,0.070558094,0.010594786,0.015572819,0.053970861,0.007194831,0.062895913,0.026739765,0.021000407,0.053668788,0.018022107,0.012003541,0.011597911,0.089624555,0.001615765,0.128358985,0.001894458,0.004642517,0.002201881,-1.307518642,-0.174265565,0.129078874,-4.405445741,-3.162809642,-5.645548484,-1.56877971,-5.001249883,-3.573237758,-3.796089967,-2.900904351,-0.493403153,-1.138439489,-2.117387817,-1.113997855,-1.493000962,0.154411026,-2.581046052,-2.025370417,-0.232219862,-3.13936792,-0.011434278,-1.24541379,-1.59398329,-0.240317243,-1.814632838,-2.400940567,-2.450535593,0.499493487,-5.29411155,1.017711822,-5.06454338,-3.771421569,-4.847592341
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,144,C,23,Education,,,,Outputs,13.4,,100,5.9,20.6,50,20.6,2.9,2.06,10007858,0.002905906,0.021155442,0.110215435,0.000381512,0.001136089,0.041917444,0.004880815,0.000947391,0.000471593,0.013516674,6.4642E-06,0.000250847,0.00871884,0.019631948,0.001688592,0.06122465,0.025772904,0.017441599,0.008840678,0.023990379,0.153500326,0.024297473,0.047883851,0.009100855,0.023762172,0.045378155,0.024742597,0.00347467,2.27615E-05,0.167730408,0.007189646,0.091420299,0.01500634,0.020369323,0.001025921,-5.245194547,-2.38122554,-8.174382109,-6.600106936,-1.394703642,-4.497060522,-6.862151352,-7.86856753,-3.027514153,-14.05750144,-8.779305315,-3.66004627,-2.489051025,-6.028361456,-0.84814175,-2.096399264,-2.659722088,-3.640025444,-2.19979843,0.477915439,-2.181448123,-1.202715199,-3.598180364,-2.213587659,-1.280256439,-2.155257426,-4.987306359,-12.24144076,0.605817973,-3.938261703,-0.269739844,-2.87668224,-2.435856356,-6.747262328
10008010,Stranmillis University College,135,C,23,Education,,,,Outputs,11,,25,7.7,19.2,61.6,11.5,0,2.231,10008010,0.018497217,0.026806291,0.070822738,0.026892484,0.00562354,0.000311046,0.00082306,0.002864141,0.012102248,0.016731954,0.000258642,0.013887668,0.008807316,0.008714937,0.006316634,0.110768918,0.009047409,0.030348375,0.002105931,0.02465105,0.001592347,0.002096808,0.078507313,0.002909767,0.015684965,0.031105944,0.011778247,0.003642984,0.011077169,0.161522312,0.017668326,0.118891531,0.026910794,0.026819766,0.093410127,-1.936904436,-1.401641008,-1.397009588,-3.654662257,-7.830941679,-6.427070811,-4.628038344,-2.548937529,-2.081606735,-8.097114806,-2.350408249,-3.007438305,-3.022650469,-3.486984693,0.645268584,-2.96863596,-1.222593351,-5.071682831,-1.522563529,-5.474985728,-5.077946083,0.148614429,-4.605237039,-2.174830343,-1.187022341,-2.588087767,-4.281020001,-2.676623374,1.189448931,-2.003047274,0.747361423,-1.396027677,-1.400915962,0.399366346
10037449,University of St Mark & St John,130,C,23,Education,,,,Outputs,10.5,,35,3.8,38.5,46.2,11.5,0,2.346,10037449,0.005187112,0.040814287,0.087588681,0.001133001,0.145136707,9.9337E-06,9.13773E-05,0.00220375,0.014977207,0.004101524,0.001444936,0.000226978,0.012007736,0.046466387,0.002496276,0.000900001,0.089797809,0.031245707,0.001386732,0.025926896,0.041254373,0.014044834,0.017220861,0.016123357,0.012125984,0.040964837,0.102177533,0.007809568,0.009800972,0.069520735,0.008531777,0.126794366,0.001219725,0.018869766,0.000398274,-4.077740976,-1.101670185,-6.272522943,0.728596093,-13.10612972,-9.904692767,-5.312711753,-2.547975884,-4.4165125,-5.921667106,-8.592049575,-2.866780226,-0.914556981,-5.132895307,-6.60467344,0.035935809,-1.487086445,-5.98098405,-1.756294955,-1.086197391,-2.640704847,-2.346587166,-2.441592249,-2.852642566,-1.096358353,0.222261654,-3.487429856,-3.159747705,-0.333301113,-3.359826316,0.533674299,-6.166117186,-2.214667917,-7.780838836
